,x,y,s,R,vx_entry,time,acceleration,vel_fi,vel_ri,vx_max,vx_exit
0,0.1,0.0,0.1,10000.0,0.0,0.0,0.0,33.29511773786174,33.29511773786174,33.29511773786174,1.2291216375932856
1,0.2,0.0,0.1,10000.0,1.2291216375932856,0.0,7.553699999999999,33.29511773786174,33.29511773786174,33.29511773786174,1.8913308697212128
2,0.3,0.0,0.1,10000.0,1.8913308697212128,0.0,10.331962293801991,33.29511773786174,33.29511773786174,33.29511773786174,2.41837998361821
3,0.4,0.0,0.1,10000.0,2.41837998361821,0.0,11.357146432024066,33.29511773786174,33.29511773786174,33.29511773786174,2.8629209257955397
4,0.5,0.0,0.1,10000.0,2.8629209257955397,0.0,11.738772410963884,33.29511773786174,33.29511773786174,33.29511773786174,3.251637448838336
5,0.6,0.0,0.1,10000.0,3.251637448838336,0.0,11.884149356649454,33.29511773786174,33.29511773786174,33.29511773786174,3.600237007083248
6,0.7,0.0,0.1,10000.0,3.600237007083248,0.0,11.942802042419313,33.29511773786174,33.29511773786174,33.29511773786174,3.918626140241515
7,0.8,0.0,0.1,10000.0,3.918626140241515,0.0,11.969621599061847,33.29511773786174,33.29511773786174,33.29511773786174,4.213381371595706
8,0.9,0.0,0.1,10000.0,4.213381371595706,0.0,11.984758777628024,33.29511773786174,33.29511773786174,33.29511773786174,4.489065023201355
9,1.0,0.0,0.1,10000.0,4.489065023201355,0.0,11.995611000100315,33.29511773786174,33.29511773786174,33.29511773786174,4.748966578197938
10,1.1,0.0,0.1,10000.0,4.748966578197938,0.0,12.004893891556268,33.29511773786174,33.29511773786174,33.29511773786174,4.99553845296685
11,1.2,0.0,0.1,10000.0,4.99553845296685,0.0,12.01360437114699,33.29511773786174,33.29511773786174,33.29511773786174,5.230662110855936
12,1.3,0.0,0.1,10000.0,5.230662110855936,0.0,12.022108414367233,33.29511773786174,33.29511773786174,33.29511773786174,5.455816546852585
13,1.4,0.0,0.1,10000.0,5.455816546852585,0.0,12.030540374832977,33.29511773786174,33.29511773786174,33.29511773786174,5.672188652388387
14,1.5,0.0,0.1,10000.0,5.672188652388387,0.0,12.038949576865596,33.29511773786174,33.29511773786174,33.29511773786174,5.8807478210108615
15,1.6,0.0,0.1,10000.0,5.8807478210108615,0.0,12.047354130202049,33.29511773786174,33.29511773786174,33.29511773786174,6.082297844683458
16,1.7,0.0,0.1,10000.0,6.082297844683458,0.0,12.05576068558521,33.29511773786174,33.29511773786174,33.29511773786174,6.27751395130785
17,1.8,0.0,0.1,10000.0,6.27751395130785,0.0,12.064171687118256,33.29511773786174,33.29511773786174,33.29511773786174,6.46696984806572
18,1.9,0.0,0.1,10000.0,6.46696984806572,0.0,12.072588034632293,33.29511773786174,33.29511773786174,33.29511773786174,6.651157871228253
19,2.0,0.0,0.1,10000.0,6.651157871228253,0.0,12.081010061051911,33.29511773786174,33.29511773786174,33.29511773786174,6.830504271738619
20,2.1,0.0,0.1,10000.0,6.830504271738619,0.0,12.089437891189892,33.29511773786174,33.29511773786174,33.29511773786174,7.005380997556946
21,2.2,0.0,0.1,10000.0,7.005380997556946,0.0,12.097871573462163,33.29511773786174,33.29511773786174,33.29511773786174,7.1761149061717315
22,2.3,0.0,0.1,10000.0,7.1761149061717315,0.0,12.106311128240867,33.29511773786174,33.29511773786174,33.29511773786174,7.342995060579921
23,2.4,0.0,0.1,10000.0,7.342995060579921,0.0,12.114756565604978,33.29511773786174,33.29511773786174,33.29511773786174,7.506278574504974
24,2.5,0.0,0.1,10000.0,7.506278574504974,0.0,12.123207891856588,33.29511773786174,33.29511773786174,33.29511773786174,7.6661953445274955
